Account info: TAG;Last inventory;Computer;User;Operating system;RAM (MB);CPU (MHz);
NA;2022-10-25 17:37:29;SML-02;sandro.silveira;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-25 17:32:51;CT01-000249;yc.francielle;Microsoft Windows 7 Professional;4502;2501;
NA;2022-10-25 17:29:34;CT01-003076;paula.gulart;Microsoft Windows 7 Professional;6878;3200;
NA;2022-10-25 17:29:09;DESKTOP-QSHQFT8;jose.goncalves;Microsoft Windows 10 Pro;16384;3000;
NA;2022-10-25 17:28:40;CT01-004661;clarisse.ribeiro;Microsoft Windows 11 Pro;8192;2904;
SMDS;2022-10-25 17:28:39;CT01-000337;juliano.goncalves;Microsoft Windows 7 Professional;4096;3400;
NA;2022-10-25 17:27:29;PAT-129407;luis.araujo;Microsoft Windows 10 Pro;8192;3600;
NA;2022-10-25 17:09:36;CT01-003987;rosemara.silva;Microsoft Windows 10 Pro;6548;3600;
;2022-10-25 17:04:13;PROTEA;Administrator;Microsoft Windows Server 2008 R2 Standard;8184;2400;
;2022-10-25 17:02:16;VBMSAPP07;leandro.loeblein;Microsoft Windows Server 2008 R2 Enterprise;8192;2400;
;2022-10-25 16:59:20;SMF-1005;cinthia.campos;Microsoft Windows 7 Professional;3037;2936;
NA;2022-10-25 16:50:16;PAT-130030;franciane.bassedoni;Microsoft Windows 10 Pro;8192;3000;
NA;2022-10-25 16:49:20;VBMSAPP19;adm.marcelo;Microsoft Windows Server 2012 R2 Datacenter;8192;2400;
NA;2022-10-25 16:47:20;CT01-004269;luis.gulart;Microsoft Windows 11 Pro;4096;2901;
;2022-10-25 16:39:54;SMSPC-NOVOPONTO;reinaldo.maciel;Microsoft Windows 7 Professional;3292;2133;
NA;2022-10-25 16:39:28;CT01-003927;diego.menezes;Microsoft Windows 10 Pro;16384;3192;
;2022-10-25 16:37:41;SMS-UBSNATAL-PC;camilla.fnascimento;Microsoft Windows 7 Professional;8192;3200;
NA;2022-10-25 16:26:59;PMC-105935;aristeu.ismailow;Microsoft Windows 10 Pro;8192;2496;
NA;2022-10-25 16:23:23;CT01-000254;SISTEMA;Microsoft Windows 7 Professional;2941;2936;
NA;2022-10-25 16:21:48;PAT-127518;izabel.oliveira;Microsoft Windows 10 Pro;8192;3600;
SMEL;2022-10-25 16:17:14;CT01-001127;camila.dotto;Microsoft Windows 7 Professional;2941;2936;
NA;2022-10-25 16:14:14;CT01-003860;luciano.sedrez;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-25 16:13:23;CT01-004688;tatiellen.cruz;Microsoft Windows 7 Professional;2048;2933;
NA;2022-10-25 16:06:47;CT01-000539;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
;2022-10-25 16:04:25;DRH-302;marcelo.buttenbender;Microsoft Windows 7 Professional;2048;2800;
CANOASPREV;2022-10-25 16:03:36;CT01-002474;marcia.mietlicki;Microsoft Windows 7 Professional;3509;3000;
NA;2022-10-25 16:03:13;CT01-004222;suelen.bernardes;Microsoft Windows 7 Professional;3317;1795;
NA;2022-10-25 15:56:32;CT01-004730;susiane.silva;Microsoft Windows 10 Pro;8192;2904;
;2022-10-25 15:52:53;DESKTOP-AO17UID;teltex.joão;Microsoft Windows 10 Pro;14739;3000;
NA;2022-10-25 15:47:43;CT01-000913;morgana.panosso;Microsoft Windows 8.1 Pro;3550;3200;
NA;2022-10-25 15:43:01;CT01-003595;cesar.moreira;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-25 15:42:34;CT01-003433;debora.miranda;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-25 15:40:42;CT01-004386;mauro.guedes;Microsoft Windows 10 Pro;8192;3600;
NA;2022-10-25 15:39:30;DPCO-007;alisson.lorensi;Microsoft Windows 7 Professional;3453;2936;
;2022-10-25 15:33:19;JASMIN;adm.marcelo;Microsoft Windows Server 2008 R2 Enterprise;16384;2400;
;2022-10-25 15:29:41;PMC014717;luciane.biasi;Microsoft Windows 7 Professional;2782;3200;
NA;2022-10-25 15:22:50;CT01-003363;alexander.poggetti;Microsoft Windows 7 Professional;4096;2936;
NA;2022-10-25 15:22:31;DCA-417;natalia.dsantos;Microsoft Windows 7 Professional;1660;2133;
;2022-10-25 15:21:57;PMC-302772;fernanda.delima;Microsoft Windows 7 Professional;2048;2933;
NA;2022-10-25 15:09:22;CT01-004757;nara.lopes;Microsoft Windows 10 Pro;8192;2904;
NA;2022-10-25 15:09:09;CT01-000354;rosi.carvalho;Microsoft Windows 10 Pro;16384;3301;
;2022-10-25 15:04:30;COQUEIRO;adm.viniciusd;Microsoft Windows Server 2008 R2 Enterprise;2048;2400;
NA;2022-10-25 15:01:20;CT01-001511;Michel.vargas;Microsoft Windows 7 Professional;4096;2936;
NA;2022-10-25 15:01:17;CT01-004533;Administrador;Microsoft Windows 10 Pro;3037;3300;
NA;2022-10-25 14:58:57;CT01-003571;eduarda.procopio;Microsoft Windows 10 Pro;8192;3408;
;2022-10-25 14:57:52;CT01-000872;allam.santos;Microsoft Windows 7 Professional;2941;2936;
NA;2022-10-25 14:56:39;CT01-001681;paulo.zubaran;Microsoft Windows 7 Professional;4096;2901;
;2022-10-25 14:49:22;FRESIA;idalino.centenario;Microsoft Windows Server 2008 R2 Standard;4064;2400;
;2022-10-25 14:47:57;NARCISO_HOMOLOG;adm.viniciusd;Microsoft Windows Server 2008 R2 Standard;8192;2400;
;2022-10-25 14:39:54;SMF-DAFYBH02828;gabryel.pacheco;Microsoft Windows 7 Professional;2941;2936;
;2022-10-25 14:39:32;WS005303462;cirdes.bolsi;Microsoft Windows 7 Professional;2048;2933;
;2022-10-25 14:38:35;DGE-HP;priscila.machado;Microsoft Windows 7 Professional;3519;2933;
NA;2022-10-25 14:38:18;CT01-003243;yc.stephaniej;Microsoft Windows 7 Professional;3550;3200;
NA;2022-10-25 14:35:54;CT01-004477;alessandra.parodi;Microsoft Windows 10 Pro;8192;3600;
NA;2022-10-25 14:31:58;CT01-004448;rafael.marchiotti;Microsoft Windows 7 Professional;2048;3000;
NA;2022-10-25 14:31:34;CT01-003388;antonino.fazio;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-25 14:28:47;CT01-003548;eric.moraes;Microsoft Windows 10 Pro;8192;3408;
;2022-10-25 14:25:11;PMC-068528;miriam.martins;Microsoft Windows 7 Professional;4096;2901;
NA;2022-10-25 14:25:06;SMPG03;daisy.rodrigues;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-25 14:23:51;CT01-004647;sandro.pereira;Microsoft Windows 10 Pro;8192;3600;
NA;2022-10-25 14:20:09;CT01-004029;mauren.santos;Microsoft Windows 10 Pro;8192;3600;
NA;2022-10-25 14:19:32;CT01-004309;claudinei.teixeira;Microsoft Windows 8.1 Pro;4096;3001;
NA;2022-10-25 14:15:50;CT01-000139;adriana.paula;Microsoft Windows 7 Professional;2048;2933;
NA;2022-10-25 14:12:45;CDA16050;bruna.deoliveira;Microsoft Windows 7 Professional;2048;2800;
;2022-10-25 14:07:44;PMC030808;jean.carlos;Microsoft Windows XP Professional;1024;2194;
NA;2022-10-25 14:05:01;CT01-000734;alexsandra.welyky;Microsoft Windows 7 Professional;4096;2936;
NA;2022-10-25 14:04:44;CT01-003899;elisabet.nunes;Microsoft Windows 7 Professional;3072;2800;
NA;2022-10-25 13:58:18;CT01-004679;gisele.martins;Microsoft Windows 10 Pro;8192;2904;
NA;2022-10-25 13:54:21;CT01-004266;maiara.jahnke;Microsoft Windows 10 Pro;6077;3300;
NA;2022-10-25 13:52:59;PMC-301936;SISTEMA;Microsoft Windows 7 Professional;3072;2933;
;2022-10-25 13:47:08;CT01-001616;jeniffer.mezzomo;Microsoft Windows 7 Professional;3550;3200;
NA;2022-10-25 13:46:23;CT01-004680;mariah.luz;Microsoft Windows 10 Pro;8192;2904;
NA;2022-10-25 13:37:09;FMSC-0468;alexandre.machado;Microsoft Windows 7 Professional;8192;3400;
NA;2022-10-25 13:34:57;CT01-003380;ananda.pires;Microsoft Windows 10 Pro;8192;3408;
;2022-10-25 13:34:01;CT01-001300;rita.dias;Microsoft Windows 7 Professional;3550;3200;
NA;2022-10-25 13:33:57;CT01-004716;joao.zamora;Microsoft Windows 11 Pro;8192;2904;
NA;2022-10-25 13:30:27;CT01-004167;jonatan.martins;Microsoft Windows 10 Pro;16384;3000;
;2022-10-25 13:28:54;CT01-000167;paola.pozza;Microsoft Windows 7 Professional;3416;2901;
;2022-10-25 13:24:58;CT01-000430;eliseu.machado;Microsoft Windows 10 Pro;8192;2496;
NA;2022-10-25 13:21:32;CT01-004581;mariah.souza;Microsoft Windows 10 Pro;8192;3600;
NA;2022-10-25 13:20:28;PAT-129939;maria.rpastorini;Microsoft Windows 7 Professional;3551;3000;
;2022-10-25 13:17:28;PMC068558;rafaela.vargas;Microsoft Windows 7 Professional;3416;2901;
;2022-10-25 13:14:23;SMF-14001;SISTEMA;Microsoft Windows 7 Professional;2941;2936;
NA;2022-10-25 13:12:18;CT01-003453;liliana.ponticelli;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-25 13:10:12;CGM-OPERADOR;luciana.santos;Microsoft Windows 7 Professional;3072;2933;
;2022-10-25 13:01:44;CT01-000168;giulia.perini;Microsoft Windows 7 Professional;7070;2494;
;2022-10-25 13:01:08;SMDUH-019;SISTEMA;Microsoft Windows 7 Professional;3519;2933;
;2022-10-25 12:52:25;CT01-000700;LOUIZE.SCHEFFER;Microsoft Windows 7 Professional;2048;2133;
NA;2022-10-25 12:52:24;CT01-004145;julia.hernandes;Microsoft Windows 7 Professional;3523;3300;
NA;2022-10-25 12:52:23;DIM-505;SISTEMA;Microsoft Windows 7 Professional;3453;2936;
NA;2022-10-25 12:45:39;CT01-000980;lauren.machado;Microsoft Windows 7 Professional;2048;2933;
;2022-10-25 12:45:28;CT01-001599;miguel.asturizaga;Microsoft Windows 7 Professional;3550;3200;
NA;2022-10-25 12:43:54;CT01-002331;marisa.ritzel;Microsoft Windows 7 Professional;4096;3100;
NA;2022-10-25 12:34:18;CT01-004117;viviane.hoffmann;Microsoft Windows 10 Pro;8192;3408;
SMEL;2022-10-25 12:29:58;CT01-001149;joao.valli;Microsoft Windows 7 Professional;3524;3001;
NA;2022-10-25 12:29:08;DESKTOP-VN7S9RH;cristina.rodrigues;Microsoft Windows 10 Pro;8192;2904;
NA;2022-10-25 12:27:46;DESKTOP-G5UQFTL;alexsandro.garcia;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-25 12:13:23;CT01-001878;mariana.maria;Microsoft Windows 8.1 Pro;3550;3200;
NA;2022-10-25 12:10:16;CT01-004719;alice.neves;Microsoft Windows 10 Pro;8192;2904;
NA;2022-10-25 12:07:10;CT01-001546;luiz.neves;Microsoft Windows 7 Professional;2048;2933;
NA;2022-10-25 12:03:32;CT01-000774;noemi.santos;Microsoft Windows 7 Professional;4096;2936;
NA;2022-10-25 11:59:13;CGM015548;pamella.koppe;Microsoft Windows 7 Professional;3584;2933;
NA;2022-10-25 11:56:51;CT01-001380;cristiano.dornelles;Microsoft Windows 7 Professional;4096;2936;
;2022-10-25 11:53:57;PMC-15397;bernardo.vieira;Microsoft Windows 7 Professional;2941;2936;
NA;2022-10-25 11:53:21;CT01-004717;raquel.souza;Microsoft Windows 10 Pro;8192;2904;
NA;2022-10-25 11:53:10;CT01-002621;grasiela.mauer;Microsoft Windows 7 Professional;1790;3000;
NA;2022-10-25 11:49:11;CT01-001267;antonia.francois;Microsoft Windows 8.1 Pro;2782;3200;
NA;2022-10-25 11:47:57;CT01-004224;paulo.cupertino;Microsoft Windows 7 Professional;4096;3300;
NA;2022-10-25 11:46:43;CT01-004086;rafael.machado;Microsoft Windows 11 Pro;16384;3000;
CANOASPREV;2022-10-25 11:42:09;CT01-004311;SISTEMA;Microsoft Windows 7 Professional;8192;3000;
NA;2022-10-25 11:38:48;CT01-004288;quelen.filatow;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-25 11:35:15;CT01-002962;cristiane.barcelos;Microsoft Windows 7 Professional;16384;3301;
NA;2022-10-25 11:34:55;CT01-002172;wandernei.junior;Microsoft Windows 10 Pro;16384;3601;
NA;2022-10-25 11:34:23;CT01-003951;jose.vilanova;Microsoft Windows 10 Pro;16384;3000;
;2022-10-25 11:30:52;CT01-001543;brenda.rodrigues;Microsoft Windows 7 Professional;4096;2936;
NA;2022-10-25 11:19:35;CT01-003477;roseli.jesus;Microsoft® Windows Vista™ Business;2048;2394;
;2022-10-25 11:15:50;CT01-000561;lilian.lemos;Microsoft Windows 7 Professional;2048;2933;
NA;2022-10-25 11:05:04;CT01-004540;tais.aleixo;Microsoft Windows 10 Pro;6425;3600;
NA;2022-10-25 11:04:40;CT01-004791;erida.amaral;Microsoft Windows 10 Pro;8192;2904;
NA;2022-10-25 10:58:14;CT01-003671;luiz.moura;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-25 10:58:09;CT01-003654;gleci.castro;Microsoft Windows 10 Pro;4096;3408;
;2022-10-25 10:52:40;WS005303460;patricia.rodrigues;Microsoft Windows 7 Professional;2048;2933;
NA;2022-10-25 10:40:06;CT01-003918;marcio.acosta;Microsoft Windows 10 Pro;16384;3000;
NA;2022-10-25 10:34:39;CT01-002680;matheus.freitas;Microsoft Windows 10 Pro;16384;3601;
NA;2022-10-25 10:33:25;CT01-003288;teresinha.tavares;Microsoft Windows 7 Professional;3550;3200;
NA;2022-10-25 10:33:25;CT01-003446;ulbra.gabrielaf;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-25 10:32:58;CT02-000019;larissa.junckes;Microsoft Windows 10 Pro;3005;2200;
NA;2022-10-25 10:28:26;CT01-004083;jerusa.mattos;Microsoft Windows 10 Pro;8192;2712;
NA;2022-10-25 10:21:41;CT01-004205;fatima.kengerski;Microsoft Windows 7 Professional;2782;3200;
NA;2022-10-25 10:21:34;CT01-004212;deise.souto;Microsoft Windows 10 Pro;6077;3300;
NA;2022-10-25 10:17:14;CT01-000545;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
NA;2022-10-25 10:16:30;CT01-003257;yc.erika;Microsoft Windows 10 Pro;3505;3408;
NA;2022-10-25 10:02:41;CT01-003754;ederson.rangel;Microsoft Windows 10 Pro;8192;3408;
;2022-10-25 10:01:02;TELESMS-21;simone.rodrigues;Microsoft Windows 7 Professional;3550;3200;
NA;2022-10-25 09:58:28;CT01-002512;valdir.jung;Microsoft Windows 7 Professional;8192;3400;
SMEL;2022-10-25 09:56:34;CT01-001152;denise.flores;Microsoft Windows 7 Professional;3524;3001;
NA;2022-10-25 09:55:30;CT01-004765;raquel.xavier;Microsoft Windows 10 Pro;8192;2904;
NA;2022-10-25 09:52:42;CT01-004226;leticia.pereira;Microsoft Windows 10 Pro;6077;3300;
NA;2022-10-25 09:51:45;CT01-004560;henrique.gomes;Microsoft Windows 10 Pro;4096;3001;
NA;2022-10-25 09:51:42;BACKUP-011;SISTEMA;Microsoft Windows 7 Professional;2048;2933;
;2022-10-25 09:51:28;CT01-001607;roberta.rodrigues;Microsoft Windows 7 Professional;2782;3200;
;2022-10-25 09:50:08;RECEP-PC;fernanda.souzao;Microsoft Windows 7 Ultimate;2048;2933;
;2022-10-25 09:48:35;PMC-000286;vinicius.pardal;Microsoft Windows 10 Pro;5731;2496;
NA;2022-10-25 09:44:41;CT01-000350;evandro.martins;Microsoft Windows 7 Professional;4096;2936;
NA;2022-10-25 09:43:29;CT01-003594;aline.jancke;Microsoft Windows 10 Pro;16384;3601;
NA;2022-10-25 09:42:11;DESKTOP-BDTD9DE;gilberto.kondach;Microsoft Windows 10 Pro;8192;3600;
NA;2022-10-25 09:32:28;CT01-003753;michele.inacio;Microsoft Windows 10 Pro;8192;3408;
;2022-10-25 09:31:27;PMC020020;silverio.maciel;Microsoft Windows 7 Professional;3550;3200;
NA;2022-10-25 09:27:18;PAT-128547;linda.neves;Microsoft Windows 10 Pro;8192;2112;
NA;2022-10-25 09:24:56;PMC0779691;andrea.castilhos;Microsoft Windows 7 Professional;4096;3400;
;2022-10-25 09:19:46;CT01-001219;goncalino.silva;Microsoft Windows 7 Professional;2941;2936;
NA;2022-10-25 09:18:25;PMCANOAS3760;jean.maillard;Microsoft Windows 7 Professional;2941;2936;
NA;2022-10-25 09:18:00;TELECEUS12;priscila.graziela;Microsoft Windows 10 Pro;8192;2496;
NA;2022-10-25 09:17:39;CT01-003769;silvia.gaviao;Microsoft Windows 7 Professional;4096;3300;
;2022-10-25 09:14:09;TELESMS-20;allan.dasilva;Microsoft Windows 7 Professional;8192;3200;
NA;2022-10-25 09:12:56;SMDHPS-01;juliana.machado;Microsoft Windows 8.1 Pro;8192;3201;
NA;2022-10-25 09:12:43;CT01-001584;sandra.marisa;Microsoft Windows 7 Professional;2048;2933;
;2022-10-25 09:10:26;CT01-001585;rita.limas;Microsoft Windows 7 Professional;2941;2936;
NA;2022-10-25 09:06:59;CT01-003632;cimara.martins;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-25 09:06:59;PMC-0464;douglas.coletto;Microsoft Windows 7 Professional;8192;3400;
NA;2022-10-25 09:06:20;CT01-004263;eduardo.slayfer;Microsoft Windows 8.1 Pro;8192;3001;
;2022-10-25 09:02:56;SECON-301488;maria.aguiar;Microsoft Windows XP Professional;2048;2792;
NA;2022-10-25 09:02:49;CT01-001904;olga.pereira;Microsoft Windows 10 Pro;16384;3301;
NA;2022-10-25 09:00:28;CT01-002600;marilise.sganderla;Microsoft Windows 8.1 Pro;4096;3400;
;2022-10-25 08:57:06;WS006000011;max.machado;Microsoft Windows 7 Professional;2048;2800;
NA;2022-10-25 08:56:32;CT01-003440;denilson.lopes;Microsoft Windows 10 Pro;8192;3408;
;2022-10-25 08:56:25;FMSC001;marilise.sganderla;Microsoft Windows 8 Pro;4096;3400;
;2022-10-25 08:52:07;CT01-000579;andrio.guelso;Microsoft Windows 7 Professional;3317;2600;
NA;2022-10-25 08:50:57;CT01-000853;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
;2022-10-25 08:49:47;PMC003147;michele.desouza;Microsoft Windows 7 Professional;2941;2936;
NA;2022-10-25 08:48:43;CT01-003807;aniela.lemos;Microsoft Windows 10 Pro;8192;3408;
;2022-10-25 08:48:14;CT01-000760;junio.possebon;Microsoft Windows 7 Professional;2048;2133;
NA;2022-10-25 08:46:04;CT01-004175;yc.mariane;Microsoft Windows 10 Pro;6548;3600;
SMC;2022-10-25 08:42:47;CT01-002479;luciano.araujo;Microsoft Windows 10 Pro;8192;2496;
;2022-10-25 08:36:12;PMC-1AF68XW0R;marindia.pereira;Microsoft Windows 7 Professional;6552;2501;
NA;2022-10-25 08:34:28;CT01-003758;flavia.sgoncalves;Microsoft Windows 10 Pro;3023;3601;
NA;2022-10-25 08:33:54;CT01-004342;silvia.marcon;Microsoft Windows 10 Pro;16384;3000;
NA;2022-10-25 08:33:12;CT01-000028;ceziane.goncalves;Microsoft Windows 7 Professional;6551;2501;
NA;2022-10-25 08:25:43;CT01-004778;josiane.serpa;Microsoft Windows 10 Pro;8192;2904;
;2022-10-25 08:22:42;SMDUH-263;marli.ropke;Microsoft Windows 7 Professional;2941;2936;
NA;2022-10-25 08:20:55;PATRIM-106511;claudete.machado;Microsoft Windows 10 Pro;8192;2496;
NA;2022-10-25 08:16:03;CT01-003936;carla.cardozo;Microsoft Windows 10 Pro;16384;3000;
;2022-10-25 08:15:26;PMC014691;guilherme.bottcher;Microsoft Windows 7 Professional;3550;3200;
NA;2022-10-25 08:12:31;CT01-004549;sonia.moraes;Microsoft Windows 7 Professional;4096;3400;
;2022-10-25 08:10:37;CT01-000005;kynberly.ripoll;Microsoft Windows 8.1 Pro;2994;3201;
SMDS;2022-10-25 08:10:08;CT01-000259;cibelly.silveira;Microsoft Windows 7 Professional;4096;3400;
NA;2022-10-25 08:08:26;CT01-004775;bruna.martins;Microsoft Windows 10 Pro;8192;2904;
NA;2022-10-25 08:06:25;CT01-004261;valesca.ribeiro;Microsoft Windows 8.1 Pro;8192;3001;
NA;2022-10-25 08:05:42;CT01-000145;daiane.barbosa;Microsoft Windows 7 Professional;7072;2501;
NA;2022-10-25 08:05:32;CT01-004631;brunna.martins;Microsoft Windows 10 Pro;8192;2904;
NA;2022-10-25 08:04:55;CT01-003994;nadiesca.miotto;Microsoft Windows 10 Pro;8192;3600;
SMC;2022-10-25 08:03:13;CT01-002470;bianca.pinheiro;Microsoft Windows 10 Pro;8192;2496;
NA;2022-10-25 08:01:26;CT01-000810;DILVIO.RAMOS;Microsoft® Windows Vista™ Business;2048;2933;
NA;2022-10-25 08:00:43;CT01-004568;nathalia.psantos;Microsoft Windows 10 Pro;8192;3600;
NA;2022-10-25 08:00:03;CT01-004589;daniel.jose;Microsoft Windows 10 Pro;8192;3600;
NA;2022-10-25 07:57:45;TC000934;carla.agiova;Microsoft Windows 7 Professional;4096;3601;
;2022-10-25 07:50:34;CT01-001085;svc.toten;Microsoft Windows 7 Professional;4096;2936;
NA;2022-10-25 07:44:37;SML06;sandra.lemieszewski;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-25 07:34:34;CT01-003479;marco.reis;Microsoft Windows 10 Pro;7320;3600;
NA;2022-10-25 07:28:08;CT01-003645;yc.anelice;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-25 07:17:57;CT01-003403;riana.dias;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-25 07:07:15;CT01-004601;anaclaudia.costa;Microsoft Windows 10 Pro;8192;3600;
NA;2022-10-25 05:13:13;CT01-004567;katia.rabuske;Microsoft Windows 10 Pro;8192;3600;
NA;2022-10-25 00:46:57;CT01-003553;haniel.moreira;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-24 22:17:57;CT01-000302;ana.so;Microsoft Windows 7 Professional;3550;3200;
NA;2022-10-24 19:48:35;CT01-003724;kauely.ferreira;Microsoft Windows 10 Pro;4096;3408;
;2022-10-24 17:39:24;CT01-000928;sandra.frozza;Microsoft Windows 7 Professional;2941;2936;
;2022-10-24 17:21:29;CT01-000953;priscila.vargas;Microsoft Windows 7 Professional;2048;2933;
NA;2022-10-24 17:05:15;CT01-000442;andrea.falkenberg;Microsoft Windows 7 Professional;2048;2133;
NA;2022-10-24 16:58:09;CT01-003874;eder.martini;Microsoft Windows 10 Pro;16384;3192;
NA;2022-10-24 16:53:18;CT01-003621;ana.bastos;Microsoft Windows 10 Pro;8192;2496;
;2022-10-24 16:37:26;CT01-PMC015359;ketlyn.pereira;Microsoft Windows 7 Professional;3453;2936;
;2022-10-24 16:21:58;PMC068902;lisiane.safir;Microsoft Windows 7 Professional;4096;2901;
NA;2022-10-24 16:04:42;CT01-001661;juliana.rodrigues;Microsoft Windows 7 Professional;2048;2133;
NA;2022-10-24 15:59:49;USER;usuario;Microsoft Windows 8.1 Pro;16384;2295;
;2022-10-24 15:55:21;PMC01010;kaiane.rodrigues;Microsoft Windows 7 Professional;2941;2936;
NA;2022-10-24 15:51:55;CT01-003903;cibelly.silveira;Microsoft Windows 7 Professional;2048;2600;
NA;2022-10-24 15:46:57;CT01-000638;victoria.rather;Microsoft Windows 7 Professional;2048;2133;
NA;2022-10-24 15:36:40;PAT-126165;paulo.santana;Microsoft Windows 8.1 Pro;3507;3600;
NA;2022-10-24 15:32:57;CT01-001412;larissa.rodrigues;Microsoft Windows 8.1 Pro;3550;3200;
;2022-10-24 15:13:10;SMS-TA-UBS039;yc.isolete;Microsoft Windows 7 Professional;2941;2936;
;2022-10-24 15:02:02;CT01-000829;vitor.pugens;Microsoft Windows 7 Professional;2048;2933;
;2022-10-24 15:00:52;PMC-073681;alvarez.silva;Microsoft Windows 7 Professional;3327;3000;
NA;2022-10-24 14:55:50;CT01-004703;rosinei.oliveira;Microsoft Windows 10 Pro;8192;2904;
NA;2022-10-24 14:54:56;CT01-003707;carolina.caldas;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-24 14:50:35;CT01-003778;carla.avila;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-24 14:42:03;CT01-001844;marco.kalife;Microsoft Windows 7 Professional;4096;2936;
NA;2022-10-24 14:28:25;SME-93;SISTEMA;Microsoft Windows 7 Professional;1984;1900;
NA;2022-10-24 14:24:35;CT01-004299;marcio.oliveira;Microsoft Windows 8.1 Pro;3523;3300;
NA;2022-10-24 14:15:59;CT01-004260;rosane.stoffels;Microsoft Windows 10 Pro;8192;3408;
SMPG;2022-10-24 13:54:43;DPCO-502;caroline.dasilva;Microsoft Windows 7 Professional;2048;2800;
NA;2022-10-24 13:52:36;CT01-003882A;luis.otavio;Microsoft Windows 10 Pro;16384;3000;
NA;2022-10-24 13:26:11;CT01-001551;bruna.teixeira;Microsoft Windows 7 Professional;2048;2933;
;2022-10-24 13:08:18;SMF-1032;SISTEMA;Microsoft Windows 7 Professional;2941;2936;
NA;2022-10-24 13:00:41;CT01-003337;paula.sena;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-24 13:00:17;DPCO-512;SISTEMA;Microsoft Windows 7 Professional;2048;2800;
;2022-10-24 11:55:42;CT01-001310;melissa.ruthes;Microsoft Windows 7 Professional;2941;2936;
NA;2022-10-24 11:12:09;CT01-004576;luciane.velasques;Microsoft Windows 7 Professional;3002;2200;
;2022-10-24 11:10:35;CT01-000146;yc.henrique;Microsoft Windows 7 Professional;6562;2501;
NA;2022-10-24 10:41:51;CT01-004635;alessandra.ramalho;Microsoft Windows 11 Pro;8192;3600;
NA;2022-10-24 10:34:52;CT01-000891;luiz.neves;Microsoft Windows 7 Professional;2048;2133;
NA;2022-10-24 10:14:37;CT01-003711;gustavo.hansen;Microsoft Windows 7 Professional;2048;2667;
NA;2022-10-24 10:03:41;CT01-004328;ana.ms;Microsoft Windows 10 Pro;8192;2112;
NA;2022-10-24 10:00:07;CT01-000288;ismael.souza;Microsoft Windows 7 Professional;4096;2936;
NA;2022-10-24 09:48:24;CT01-003708;regina.hansen;Microsoft Windows 10 Pro;8192;3408;
NA;2022-10-24 09:36:58;CT01-004582;marcelo.ferronato;Microsoft Windows 11 Pro;8192;3600;
SMPECI;2022-10-24 09:36:37;CT01-001273;SISTEMA;Microsoft Windows 7 Professional;3327;3000;
NA;2022-10-24 09:33:48;CT01-004244;simone.dsantos;Microsoft Windows 10 Pro;6077;3300;
NA;2022-10-24 09:33:14;CT01-000726;renato.souza;Microsoft Windows 7 Professional;2048;2933;
;2022-10-24 09:24:19;DRH-310;silvane.melo;Microsoft Windows 7 Professional;2048;2394;
NA;2022-10-24 09:17:16;CGM-78767-PC;SISTEMA;Microsoft Windows 7 Professional;3072;2933;
NA;2022-10-24 09:05:12;CT01-003770;justiz.rodolfo;Microsoft Windows 10 Pro;4096;3600;
;2022-10-24 09:03:50;FMSC0253;leonardo.pinto;Microsoft Windows 8.1 Pro;3503;3400;
;2022-10-24 08:59:46;SMS-TA-UBS033;paulo.nogueira;Microsoft Windows 7 Professional;4096;2936;
SMEL;2022-10-24 08:41:08;CT01-001128;ruth.grandini;Microsoft Windows 7 Professional;3524;3001;
NA;2022-10-24 08:40:28;CT01-000475;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
NA;2022-10-24 08:35:28;CT01-001740;gerson.teixeira;Microsoft Windows 7 Professional;2048;2394;
NA;2022-10-24 08:34:52;CT01-004221;deise.souto;Microsoft Windows 10 Pro;6077;3300;
NA;2022-10-24 08:25:32;PAT-010;gisele.campos;Microsoft Windows 7 Professional;2941;2936;
NA;2022-10-24 08:22:55;DESKTOP-C7QE7B8;carlos.thober;Microsoft Windows 10 Pro;3507;3504;
NA;2022-10-24 08:17:41;CT01-000137;fabiana.muller;Microsoft Windows 8.1 Pro;4096;2133;
